Purchase_Date,Total_Amount,Moving_Average,Days,Linear_Trend
2021-02-24,5572.4983042006115,5495.08266598929,420,5027.641583509726
2021-02-25,10289.64487366388,6725.2268843883285,421,5027.6370798013995
2021-02-26,5140.518378638756,6480.808582747383,422,5027.632576093073
2021-02-27,4276.80637307514,6461.831759605099,423,5027.628072384747
2021-02-28,15163.405916242917,7389.071832515029,424,5027.62356867642
2021-03-01,2608.9860225078437,7330.788963184564,425,5027.619064968094
2021-03-02,1314.6417362072252,6338.071657790911,426,5027.6145612597675
2021-03-03,5482.781813369787,6325.255016243651,427,5027.610057551441
2021-03-04,8423.618663889814,6058.679843418782,428,5027.605553843115
2021-03-05,2293.9122125088184,5652.021819685935,429,5027.601050134788
2021-03-06,6045.92222840242,5904.75265616126,430,5027.596546426462
2021-03-07,9410.608098508414,5082.924396484903,431,5027.592042718135
2021-03-08,770.3678566273175,4820.26465850197,432,5027.587539009809
2021-03-09,6795.885379461366,5603.299464681134,433,5027.583035301483
2021-03-10,5964.620682986872,5672.1335889121465,434,5027.578531593156
2021-03-11,10003.171221913659,5897.783954344124,435,5027.57402788483
2021-03-12,1415.2745274246156,5772.264285046381,436,5027.569524176503
2021-03-13,3299.331872524149,5379.8942342066275,437,5027.565020468177
2021-03-14,735.6542873281498,4140.6151183237325,438,5027.5605167598505
2021-03-15,2685.3523382411236,4414.184329982848,439,5027.556013051524
2021-03-16,2079.2284445562336,3740.376196424972,440,5027.551509343198
2021-03-17,11445.854872957587,4523.409652135074,441,5027.547005634871
2021-03-18,1226.6714494691223,3269.623970357283,442,5027.542501926545
2021-03-19,4396.878455213656,3695.56738861286,443,5027.5379982182185
2021-03-20,1997.2882117382228,3509.561151357728,444,5027.533494509892
2021-03-21,7052.773856270919,4412.006804063838,445,5027.528990801566
2021-03-22,4365.906678364363,4652.085995510015,446,5027.524487093239
2021-03-23,2781.2550411422385,4752.375509308015,447,5027.519983384913
2021-03-24,1648.3533669536419,3352.732437021738,448,5027.515479676586
2021-03-25,4365.8850914165705,3801.191528728516,449,5027.51097596826
2021-03-26,4125.951945146285,3762.4877415760343,450,5027.506472259934
2021-03-27,8229.151016879445,4652.753856596209,451,5027.501968551607
2021-03-28,2613.3843627386086,4018.5553575201643,452,5027.497464843281
2021-03-29,1103.3196944728875,3552.4715026785257,453,5027.492961134954
2021-03-30,1719.5731009108135,3400.8026540740357,454,5027.488457426628
2021-03-31,4542.097831182317,3814.194720392418,455,5027.483953718302
2021-04-01,5687.790575279381,4003.038360944248,456,5027.479450009975
2021-04-02,7346.485499861103,4463.114583046366,457,5027.474946301649
2021-04-03,5286.077818583045,4042.675554718308,458,5027.470442593322
2021-04-04,2068.1016172078344,3964.7780196424833,459,5027.465938884996
2021-04-05,8320.735322122386,4995.837395020983,460,5027.4614351766695
2021-04-06,2613.130882717439,5123.488506707644,461,5027.456931468343
2021-04-07,7287.407622120575,5515.6756196988235,462,5027.452427760017
2021-04-08,7294.146128197564,5745.154984401421,463,5027.44792405169
2021-04-09,6239.7417522336855,5587.048734740361,464,5027.443420343364
2021-04-10,4226.649274401672,5435.701799857308,465,5027.4389166350375
2021-04-11,5379.390952877138,5908.743133524352,466,5027.434412926711
2021-04-12,5324.859971454396,5480.760940571781,467,5027.429909218385
2021-04-13,11679.095775262214,6775.898782363892,468,5027.425405510058
2021-04-14,863.1058351299297,5858.141384222372,469,5027.420901801732
2021-04-15,7141.922024373154,5836.395083676028,470,5027.416398093405
2021-04-16,7452.791112679308,6009.687849453972,471,5027.411894385079
2021-04-17,5007.727860784085,6121.27050465146,472,5027.407390676753
2021-04-18,3974.532412030776,5920.576427387695,473,5027.402886968426
2021-04-19,10295.69961427375,6630.696376361889,474,5027.3983832601
2021-04-20,6135.2762376953315,5838.722156709476,475,5027.393879551773
2021-04-21,4893.826666942063,6414.539418396924,476,5027.389375843447
2021-04-22,2959.969147039325,5817.117578777806,477,5027.3848721351205
2021-04-23,2837.744408817191,5157.825192511789,478,5027.380368426794
2021-04-24,4260.798033239374,5051.120931433973,479,5027.375864718468
2021-04-25,11513.314275529645,6128.089769076668,480,5027.371361010141
2021-04-26,1745.9564888914317,4906.6978940220515,481,5027.366857301814
2021-04-27,1790.2884643186867,4285.985354968246,482,5027.362353593488
2021-04-28,1939.8322541371922,3863.9861531389774,483,5027.357849885161
2021-04-29,2583.4702322795997,3810.2005938875886,484,5027.353346176835
2021-04-30,2757.923629969228,3798.7976254807363,485,5027.348842468508
2021-05-01,4566.494641221193,3842.4685694781397,486,5027.344338760182
2021-05-02,2785.247854906551,2595.6019379605546,487,5027.3398350518555
2021-05-03,3967.0209881261494,2912.896866422657,488,5027.335331343529
2021-05-04,2267.3820027006323,2981.0530861915063,489,5027.330827635203
2021-05-05,2223.940268950345,3021.6399454505286,490,5027.326323926876
2021-05-06,1698.0635023651873,2895.1532697484695,491,5027.32182021855
2021-05-07,995.7919937355333,2643.4201788579417,492,5027.3173165102235
2021-05-08,2601.3227822122444,2362.681341856663,493,5027.312812801897
2021-05-09,3236.7696286314267,2427.1844523887885,494,5027.308309093571
2021-05-10,3455.8639542943365,2354.162018984244,495,5027.303805385244
2021-05-11,4618.044497061489,2689.97094675008,496,5027.299301676918
2021-05-12,6886.558337349223,3356.0592422356344,497,5027.294797968591
2021-05-13,13694.908340133947,5069.894219059743,498,5027.290294260265
2021-05-14,1422.2873370108873,5130.822125241936,499,5027.285790551939
2021-05-15,9923.281300173561,6176.81619923641,500,5027.281286843612
2021-05-16,7248.806842440264,6749.964372637673,501,5027.276783135286
2021-05-17,2689.747914264125,6640.519224061928,502,5027.272279426959
2021-05-18,1884.4295560979901,6250.002803924284,503,5027.267775718633
2021-05-19,2518.8363185656135,5626.042515526627,504,5027.2632720103065
2021-05-20,2167.149684664757,3979.2198504595995,505,5027.25876830198
2021-05-21,4631.453457240361,4437.672153349524,506,5027.254264593654
2021-05-22,1215.835379493364,3193.7513075380675,507,5027.249760885327
2021-05-23,8041.327938221092,3306.9686069353293,508,5027.245257177001
2021-05-24,10028.438794860069,4355.353018449035,509,5027.2407534686745
2021-05-25,3212.125816632959,4545.023912811173,510,5027.236249760348
2021-05-26,4897.600523729101,4884.847370691672,511,5027.231746052022
2021-05-27,4866.507106922009,5270.469859585565,512,5027.227242343695
2021-05-28,3314.2260756739065,5082.294519361786,513,5027.222738635369
2021-05-29,997.4054084281884,5051.090237781046,514,5027.218234927042
2021-05-30,2665.05928933533,4283.051859368795,515,5027.213731218716
2021-05-31,1725.853448719105,3096.968238491514,516,5027.20922751039
2021-06-01,6709.294339149228,3596.5637417081243,517,5027.204723802063
2021-06-02,2439.8607382803157,3245.4580580725838,518,5027.200220093737
2021-06-03,7237.481249081588,3584.1686498096656,519,5027.19571638541
2021-06-04,5309.635334236172,3869.227115318561,520,5027.191212677084
2021-06-05,5097.791718473245,4454.996588182141,521,5027.186708968758
2021-06-06,3377.5408256268033,4556.779664795208,522,5027.182205260431
2021-06-07,5847.140385721131,5145.5349415097835,523,5027.177701552105
2021-06-08,3225.8692308463924,4647.902783180806,524,5027.173197843778
2021-06-09,3912.7748781420614,4858.319088875341,525,5027.168694135452
2021-06-10,3370.875007201461,4305.946768606752,526,5027.1641904271255
2021-06-11,10593.23548574406,5060.746790250736,527,5027.159686718799
2021-06-12,2214.9282388806914,4648.909150308943,528,5027.155183010473
2021-06-13,4246.461299440699,4773.040646568071,529,5027.150679302146
2021-06-14,8641.733429024764,5172.268224182875,530,5027.14617559382
2021-06-15,1973.8787629808405,4993.412443059226,531,5027.141671885493
2021-06-16,9398.264112828962,5777.053762300211,532,5027.137168177167
2021-06-17,7631.589801286598,6385.727304312373,533,5027.132664468841
2021-06-18,4419.824939913646,5503.8115120508855,534,5027.128160760514
2021-06-19,6466.933399902411,6111.240820768274,535,5027.123657052188
2021-06-20,2149.418198908293,5811.66323497793,536,5027.119153343861
2021-06-21,3857.501852644624,5128.201581209339,537,5027.114649635535
2021-06-22,9241.491194440609,6166.431928560734,538,5027.110145927209
2021-06-23,3834.3999299405796,5371.594188148108,539,5027.105642218882
2021-06-24,4726.499503112661,4956.581288408975,540,5027.101138510556
2021-06-25,109.76981562192373,4340.859127795871,541,5027.096634802229
2021-06-26,5499.44317668433,4202.646238764717,542,5027.092131093903
2021-06-27,5192.248551672856,4637.336289159654,543,5027.0876273855765
2021-06-28,3931.5314003897493,4647.91193883753,544,5027.08312367725
2021-06-29,3839.7398534871104,3876.233175844173,545,5027.078619968924
2021-06-30,12126.225861889883,5060.779737551216,546,5027.074116260597
2021-07-01,3875.8804274302606,4939.262726739445,547,5027.069612552271
2021-07-02,2362.102181544008,5261.024493299742,548,5027.0651088439445
2021-07-03,1021.8937972370679,4621.374581950134,549,5027.060605135618
2021-07-04,6864.453202953762,4860.26096070455,550,5027.056101427292
2021-07-05,3303.5204992928866,4770.545117690711,551,5027.051597718965
2021-07-06,3363.35648635367,4702.490350957362,552,5027.047094010639
2021-07-07,4469.288253123745,3608.6421211336283,553,5027.042590302312
2021-07-08,3732.1191857843633,3588.1048008985003,554,5027.038086593986
2021-07-09,6796.1243822411525,4221.536543855235,555,5027.03358288566
2021-07-10,6396.797254781827,4989.3798949330585,556,5027.029079177333
2021-07-11,4762.882773403396,4689.155547854434,557,5027.024575469007
2021-07-12,2214.112036800463,4533.525767498374,558,5027.02007176068
2021-07-13,2881.233309520081,4464.651027950718,559,5027.015568052354
2021-07-14,6283.521668065033,4723.827230085189,560,5027.011064344028
2021-07-15,3919.920538296018,4750.655994729711,561,5027.006560635701
2021-07-16,3839.644594831506,4328.301739385475,562,5027.002056927375
2021-07-17,7399.503294852784,4471.545459395611,563,5026.997553219048
2021-07-18,7649.532715012183,4883.924022482582,564,5026.993049510722
2021-07-19,714.1643451703532,4669.645780821137,565,5026.9885458023955
2021-07-20,6600.530583502864,5200.973962818678,566,5026.984042094069
2021-07-21,2880.6461188194685,4714.848884355025,567,5026.979538385743
2021-07-22,5955.4781611037715,5005.642830470419,568,5026.975034677415
2021-07-23,10546.290045063019,5963.735037646349,569,5026.970530969089
2021-07-24,4049.5001083513584,5485.1631538604315,570,5026.9660272607625
2021-07-25,5106.891641408923,5121.928714774251,571,5026.961523552436
2021-07-26,6190.094706708063,5904.204480708208,572,5026.95701984411
2021-07-27,1838.6146281164172,5223.930772795859,573,5026.952516135783
2021-07-28,5963.332706197686,5664.3145709927485,574,5026.948012427457
2021-07-29,1520.9689051319922,5030.813248711065,575,5026.9435087191305
2021-07-30,3579.195994891569,4035.514098686573,576,5026.939005010804
2021-07-31,1840.2673470475643,3719.9094185003164,577,5026.934501302478
2021-08-01,2289.3793285535135,3317.407659520972,578,5026.929997594151
2021-08-02,1789.9077555284236,2688.8095236381664,579,5026.925493885825
2021-08-03,9712.83639412781,3813.69834735408,580,5026.920990177498
2021-08-04,2314.3342524127293,3292.412853956229,581,5026.916486469172
2021-08-05,5475.896794560338,3857.4025524459926,582,5026.911982760846
2021-08-06,4398.220490780295,3974.4060518586675,583,5026.907479052519
2021-08-07,1960.807086945977,3991.626014701298,584,5026.902975344193
2021-08-08,6262.2522288794025,4559.179286176425,585,5026.898471635866
2021-08-09,1836.940149525837,4565.898199604627,586,5026.89396792754
2021-08-10,3934.3165501164603,3740.395364745863,587,5026.889464219214
2021-08-11,7168.473830021521,4433.843875832833,588,5026.884960510887
2021-08-12,1175.9336344077344,3819.563424382461,589,5026.880456802561
2021-08-13,8210.359576027258,4364.154722274884,590,5026.875953094234
2021-08-14,1431.011080876927,4288.469578550735,591,5026.871449385908
2021-08-15,9234.061416543735,4713.013748217068,592,5026.8669456775815
2021-08-16,2468.0592042142353,4803.173613172554,593,5026.862441969255
2021-08-17,4998.839564113851,4955.248329457894,594,5026.857938260929
2021-08-18,3063.9339159212136,4368.885484586422,595,5026.853434552602
2021-08-19,5521.653929622782,4989.702669617143,596,5026.848930844276
2021-08-20,5556.960219448957,4610.645618677386,597,5026.844427135949
2021-08-21,7800.1077762687255,5520.516575161929,598,5026.839923427623
2021-08-22,672.9495084451576,4297.5005882907035,599,5026.835419719297
2021-08-23,3734.8192598860264,4478.46631052953,600,5026.83091601097
2021-08-24,4021.811046328688,4338.890807988792,601,5026.826412302644
2021-08-25,3567.0898280769397,4410.770224011039,602,5026.821908594317
2021-08-26,1485.1619464949913,3834.1285121356404,603,5026.817404885991
2021-08-27,9930.876707785546,4458.973724755154,604,5026.812901177665
2021-08-28,6042.023872465741,4207.818881354727,605,5026.808397469338
2021-08-29,9933.419681584732,5530.743191803238,606,5026.803893761012
2021-08-30,2519.7711996617636,5357.164897485486,607,5026.799390052685
2021-08-31,3913.315113790491,5341.665478551457,608,5026.794886344359
2021-09-01,5327.6230150631645,5593.17021954949,609,5026.7903826360325
2021-09-02,1399.2589039582679,5580.898356329958,610,5026.785878927706
2021-09-03,9253.079505583235,5484.070184586771,611,5026.78137521938
2021-09-04,6716.30914819954,5580.396652548742,612,5026.776871511053
2021-09-05,3347.2852372278626,4639.520303354903,613,5026.772367802727
2021-09-06,3044.6742169855374,4714.506448686871,614,5026.7678640944005
2021-09-07,1314.884064730853,4343.3020131069225,615,5026.763360386074
2021-09-08,5080.865677415328,4308.050964871517,616,5026.758856677748
2021-09-09,5686.284518329292,4920.48319549595,617,5026.754352969421
2021-09-10,8460.559804174713,4807.266095294732,618,5026.749849261095
2021-09-11,4932.0891788332465,4552.377528242405,619,5026.745345552768
2021-09-12,8520.523652214473,5291.411587526206,620,5026.740841844442
2021-09-13,1536.8490211568133,5076.007988122103,621,5026.736338136116
2021-09-14,2244.6573708745404,5208.83274614263,622,5026.731834427789
2021-09-15,4413.571116488155,5113.504951724462,623,5026.727330719463
2021-09-16,8884.895341123454,5570.449354980771,624,5026.722827011136
2021-09-17,6142.082588176118,5239.2383241238285,625,5026.71832330281
2021-09-18,5792.897737438909,5362.210975353209,626,5026.7138195944835
2021-09-19,4093.24835824078,4729.743076214109,627,5026.709315886157
2021-09-20,1837.482908029804,4772.690774338823,628,5026.704812177831
2021-09-21,7987.640656302162,5593.1169579713405,629,5026.700308469504
2021-09-22,965.1822417182532,5100.489975861354,630,5026.695804761178
2021-09-23,8447.011895797794,5037.935197957689,631,5026.6913010528515
2021-09-24,1920.2450880762085,4434.815555086273,632,5026.686797344525
2021-09-25,2275.1319880043175,3932.2775908813314,633,5026.682293636199
2021-09-26,3311.817182047148,3820.6445657108125,634,5026.677789927872
2021-09-27,787.2930467027836,3670.617442664095,635,5026.673286219546
2021-09-28,6532.370191133872,3462.721661925768,636,5026.668782511219
2021-09-29,2670.8802349560956,3706.3928038168888,637,5026.664278802893
2021-09-30,9643.22605903604,3877.280541422352,638,5026.659775094567
2021-10-01,2745.3565165031205,3995.153602626197,639,5026.65527138624
2021-10-02,5919.3029662237905,4515.74945665755,640,5026.650767677914
2021-10-03,2767.6230550263504,4438.007438511721,641,5026.646263969587
2021-10-04,6482.775196673716,5251.647745650426,642,5026.641760261261
2021-10-05,3626.2868382663282,4836.492980955062,643,5026.637256552935
2021-10-06,4439.5933419634175,5089.166281956109,644,5026.632752844608
2021-10-07,1871.1994387760824,3978.876764776115,645,5026.628249136282
2021-10-08,3554.3851052674763,4094.452277456737,646,5026.623745427955
2021-10-09,8042.6948838983235,4397.79397998167,647,5026.619241719629
2021-10-10,9005.86485673528,5288.971380225803,648,5026.6147380113025
2021-10-11,1338.5197419822603,4554.07774384131,649,5026.610234302976
2021-10-12,8892.199624089884,5306.35099895896,650,5026.60573059465
2021-10-13,4087.9510035376543,5256.116379183851,651,5026.601226886323
2021-10-14,4096.894908764675,5574.072874896507,652,5026.596723177997
2021-10-15,4185.697195456307,5664.260316352054,653,5026.59221946967
2021-10-16,2831.2615024570487,4919.769833289015,654,5026.587715761344
2021-10-17,826.6733755603268,3751.3139074068795,655,5026.583212053017
2021-10-18,5271.6031718841205,4313.18296882143,656,5026.57870834469
2021-10-19,5369.318035065386,3809.9141703893597,657,5026.574204636364
2021-10-20,592.6472792314287,3310.585066917042,658,5026.5697009280375
2021-10-21,1884.6915647915805,2994.556017778028,659,5026.565197219711
2021-10-22,7199.088727143791,3425.040522304812,660,5026.560693511385
2021-10-23,3909.16275230247,3579.026415139872,661,5026.556189803058
2021-10-24,2704.9246655294237,3847.3480279926,662,5026.551686094732
2021-10-25,4620.882696247183,3754.387960044466,663,5026.547182386405
2021-10-26,8624.92536390496,4219.474721307262,664,5026.542678678079
2021-10-27,2523.065691785494,4495.248780243558,665,5026.538174969753
2021-10-28,6873.1164724554255,5207.880909909821,666,5026.533671261426
2021-10-29,1826.0533083503042,4440.304421510751,667,5026.5291675531
2021-10-30,1429.7084749263895,4086.096667599883,668,5026.524663844773
2021-10-31,1240.272498259267,3876.8606437041462,669,5026.520160136447
2021-11-01,14728.234332977643,5320.768020379926,670,5026.515656428121
2021-11-02,6185.56177626502,4972.2875078599345,671,5026.511152719794
2021-11-03,4741.354011646836,5289.185839268698,672,5026.506649011468
2021-11-04,8039.653716398614,5455.834016974868,673,5026.502145303141
2021-11-05,5056.303400675824,5917.298315878514,674,5026.497641594815
2021-11-06,4253.637505683489,6320.716748843814,675,5026.4931378864885
2021-11-07,6629.345494908692,7090.58431979373,676,5026.488634178162
2021-11-08,4116.310076847447,5574.59514034656,677,5026.484130469836
2021-11-09,10121.683293436614,6136.898214228217,678,5026.479626761509
2021-11-10,2071.6404062536258,5755.5105563149,679,5026.475123053183
2021-11-11,6140.29496757317,5484.17359219698,680,5026.4706193448565
2021-11-12,7296.08598598756,5804.142532955799,681,5026.46611563653
2021-11-13,3013.8784813076595,5627.0341009021095,682,5026.461611928204
2021-11-14,8926.906913859311,5955.257160752198,683,5026.457108219877
2021-11-15,8531.228564524052,6585.959801848856,684,5026.452604511551
2021-11-16,683.7476679362326,5237.68328392023,685,5026.448100803224
2021-11-17,4844.120053603245,5633.751804970176,686,5026.443597094898
2021-11-18,9125.937123864249,6060.272113011759,687,5026.439093386572
2021-11-19,7834.280071517302,6137.15698237315,688,5026.434589678245
2021-11-20,7262.493685210784,6744.102011502167,689,5026.430085969919
2021-11-21,8362.293567413404,6663.442962009895,690,5026.425582261592
2021-11-22,3357.7603927563573,5924.376080328796,691,5026.421078553266
2021-11-23,6239.119540764205,6718.000633589935,692,5026.4165748449395
2021-11-24,1513.4150482259877,6242.185632821755,693,5026.412071136613
2021-11-25,3803.7752155186386,5481.876788772382,694,5026.407567428287
2021-11-26,7014.424838648149,5364.7546126482175,695,5026.40306371996
2021-11-27,4666.25385670301,4993.863208575678,696,5026.398560011634
2021-11-28,11837.583968025063,5490.333265805915,697,5026.3940563033075
2021-11-29,3448.0217475303916,5503.227745059349,698,5026.389552594981
2021-11-30,8179.895536764043,5780.481458773611,699,5026.385048886655
2021-12-01,6804.348257034255,6536.329060031936,700,5026.380545178328
2021-12-02,6091.880719351664,6863.201274865225,701,5026.376041470002
2021-12-03,3229.1074833125945,6322.441652674432,702,5026.371537761675
2021-12-04,10025.84045069177,7088.096880387112,703,5026.367034053349
2021-12-05,8999.723476779265,6682.688238780569,704,5026.362530345023
2021-12-06,5556.262304555274,6983.865461212695,705,5026.358026636696
2021-12-07,7002.826652164243,6815.712763412724,706,5026.35352292837
2021-12-08,4742.140508960318,6521.111656545018,707,5026.349019220043
2021-12-09,9458.852864882389,7002.1076773351215,708,5026.344515511717
2021-12-10,4844.285729491397,7232.847426789236,709,5026.340011803391
2021-12-11,11632.940765702659,7462.433186076507,710,5026.335508095064
2021-12-12,9817.143545968538,7579.207481674974,711,5026.331004386738
2021-12-13,6413.36922076397,7701.651326847646,712,5026.326500678411
2021-12-14,5194.767526132761,7443.3571659860045,713,5026.321996970085
2021-12-15,11047.590543319466,8344.135742323026,714,5026.3174932617585
2021-12-16,2867.951302373899,7402.578376250385,715,5026.312989553432
2021-12-17,4595.96317286493,7367.103725303746,716,5026.308485845106
2021-12-18,7473.385647556761,6772.881565568618,717,5026.303982136779
2021-12-19,9488.07455047183,6725.871709069089,718,5026.299478428453
2021-12-20,3179.935128326677,6263.952553006618,719,5026.294974720126
2021-12-21,9824.562799746851,6925.351877808631,720,5026.2904710118
2021-12-22,3070.4867236321934,5785.765617853305,721,5026.285967303474
2021-12-23,4513.699182294423,6020.8724578419515,722,5026.281463595147
2021-12-24,6859.286662481531,6344.204384930038,723,5026.276959886821
2021-12-25,2950.3036631667756,5698.049815731468,724,5026.272456178494
2021-12-26,5278.078244502432,5096.6217720215545,725,5026.267952470168
2021-12-27,10766.77690954269,6180.4563121952715,726,5026.263448761842
2021-12-28,6426.602301091416,5695.033383815922,727,5026.258945053515
2021-12-29,3824.550705469489,5802.756809792679,728,5026.254441345189
2021-12-30,10114.177498845722,6602.82514072858,729,5026.249937636862
2021-12-31,7398.134461362635,6679.803397711595,730,5026.245433928536
2022-01-01,1555.297444182589,6480.5167949995675,731,5026.2409302202095
2022-01-02,3930.006043028454,6287.935051931856,732,5026.236426511883
2022-01-03,6821.294308767856,5724.294680392594,733,5026.231922803557
2022-01-04,6571.2587284690935,5744.959884303692,734,5026.22741909523
2022-01-05,376.92007106213083,5252.441222245498,735,5026.222915386904
2022-01-06,1986.457101936182,4091.338308401277,736,5026.2184116785775
2022-01-07,4664.250843625547,3700.7835058674073,737,5026.213907970251
2022-01-08,8232.088715290476,4654.6108303113915,738,5026.209404261925
2022-01-09,1521.1296412344923,4310.485630055111,739,5026.204900553598
2022-01-10,3351.7610245182973,3814.8380180194604,740,5026.200396845272
2022-01-11,5369.7146064468725,3643.1888577305704,741,5026.195893136945
2022-01-12,1330.9732532127882,3779.482169466379,742,5026.191389428619
2022-01-13,4232.436201350392,4100.336326525552,743,5026.186885720292
2022-01-14,3737.0792495648357,3967.883241659736,744,5026.182382011965
2022-01-15,3168.9619584414727,3244.579419252736,745,5026.177878303639
2022-01-16,6523.975975329584,3959.271752694892,746,5026.173374595312
2022-01-17,5136.1797224174,4214.1887095376205,747,5026.168870886986
2022-01-18,6933.725877628147,4437.618891134946,748,5026.16436717866
2022-01-19,3112.491761936343,4692.121535238311,749,5026.159863470333
2022-01-20,2448.104232697056,4437.216968287834,750,5026.155359762007
2022-01-21,2875.244407686179,4314.097705162311,751,5026.15085605368
2022-01-23,3648.811311631949,4382.647612760951,753,5026.141848637028
2022-01-24,3751.096206681255,3986.5219315254753,754,5026.137344928701
2022-01-25,4813.6341110488165,3940.4439870442498,755,5026.132841220375
2022-01-26,11457.215088969338,4586.6567315215625,756,5026.128337512048
2022-01-27,7591.280944249172,5226.483757566252,757,5026.123833803722
2022-01-28,5271.300020673388,5629.797441562871,758,5026.1193300953955
2022-01-29,1135.7035157464238,5381.291599857192,759,5026.114826387069
2022-01-30,2537.856223837947,5222.583730172335,760,5026.110322678743
2022-01-31,5876.309306873511,5526.185601628371,761,5026.105818970416
2022-02-01,4624.287874615968,5499.13613928082,762,5026.10131526209
2022-02-02,7522.934252844836,4937.096019834464,763,5026.0968115537635
2022-02-03,5901.754805951487,4695.735142934794,764,5026.092307845437
2022-02-04,2667.013844549168,4323.694260631334,765,5026.087804137111
2022-02-05,4973.124676817918,4871.897283641548,766,5026.083300428784
2022-02-06,2147.406205430571,4816.118709583351,767,5026.078796720458
2022-02-07,8008.136742725041,5120.66548613357,768,5026.074293012131
2022-02-08,4114.602377895139,5047.853272316308,769,5026.069789303805
2022-02-09,2827.380135730175,4377.059827014214,770,5026.065285595479
2022-02-10,5376.757995141653,4302.060282612809,771,5026.060781887152
2022-02-11,3530.2805413466413,4425.384096441019,772,5026.056278178826
2022-02-12,5844.057735174278,4549.803104777642,773,5026.051774470499
2022-02-13,5373.997483640143,5010.744715950438,774,5026.047270762173
2022-02-14,11334.157498438679,5485.890538195244,775,5026.042767053847
2022-02-15,2185.68766781874,5210.331293898615,776,5026.03826334552
2022-02-16,8752.690234250946,6056.804165115869,777,5026.033759637194
2022-02-17,6278.698402439698,6185.652794729875,778,5026.029255928867
2022-02-18,3241.373219248689,6144.380320144453,779,5026.024752220541
2022-02-19,4791.809234561295,5994.05910577117,780,5026.0202485122145
2022-02-20,1133.2443128976563,5388.237224236529,781,5026.015744803888
2022-02-21,3674.8506275440413,4294.0505283944385,782,5026.011241095562
2022-02-22,4389.764487218602,4608.91864545156,783,5026.006737387235
2022-02-23,1890.4673658462343,3628.6010928223163,784,5026.002233678909
2022-02-24,6034.133302216748,3593.663221361895,785,5025.997729970582
2022-02-25,5367.570923865804,3897.4057505929118,786,5025.993226262256
2022-02-26,2761.70974829773,3607.391538269545,787,5025.98872255393
2022-02-27,3628.686315992279,3963.8832529973483,788,5025.984218845603
2022-02-28,6342.79969207377,4345.018833644453,789,5025.979715137277
2022-03-01,6901.046575214584,4703.773417643878,790,5025.97521142895
2022-03-02,875.9084875477206,4558.836435029805,791,5025.970707720624
2022-03-03,4501.217389309057,4339.848447471563,792,5025.966204012298
2022-03-04,8722.756426100863,4819.1606620765715,793,5025.961700303971
2022-03-05,8009.731208314506,5568.87801350754,794,5025.957196595645
2022-03-06,1733.2358670210965,5298.099377940228,795,5025.952692887318
2022-03-07,3132.760059504329,4839.522287573165,796,5025.948189178992
2022-03-08,4071.3640555030806,4435.281927614379,797,5025.9436854706655
2022-03-09,3202.3418218738548,4767.629546803827,798,5025.939181762339
2022-03-10,2101.744893779997,4424.847761728247,799,5025.934678054013
2022-03-11,1655.1169646612584,3415.184981522589,800,5025.930174345686
2022-03-12,1356.9429321644182,2464.7866563582907,801,5025.92567063736
2022-03-13,5064.17182423064,2940.634650245368,802,5025.9211669290335
2022-03-14,2888.598769480226,2905.754465956211,803,5025.916663220707
2022-03-15,3534.3877898875394,2829.0435708682767,804,5025.912159512381
2022-03-16,8794.231290604603,3627.884923544097,805,5025.907655804054
2022-03-17,2134.524148502597,3632.5676742187543,806,5025.903152095728
2022-03-18,10205.079083577271,4853.9908340638995,807,5025.898648387401
2022-03-19,5818.095827661762,5491.298390563519,808,5025.894144679075
2022-03-20,1104.4371646227546,4925.622010619537,809,5025.889640970749
2022-03-21,2732.455945816798,4903.315892953332,810,5025.885137262422
2022-03-22,4168.072866859705,4993.842332520784,811,5025.880633554096
2022-03-23,5342.795694540212,4500.780104511586,812,5025.876129845769
2022-03-24,7911.179640469446,5326.0166033639925,813,5025.871626137443
2022-03-25,4527.929733101296,4514.99526758171,814,5025.8671224291165
2022-03-26,5094.431414146611,4411.614637079546,815,5025.86261872079
2022-03-27,3707.950761475795,4783.545150915695,816,5025.858115012464
2022-03-28,9850.946771582076,5800.472411739305,817,5025.853611304137
2022-03-29,4923.85026256392,5908.440611125623,818,5025.849107595811
2022-03-30,3158.7884062844305,5596.439569946226,819,5025.8446038874845
2022-03-31,3781.0089268599113,5006.415182287719,820,5025.840100179158
2022-04-01,392.0822892779176,4415.579833170094,821,5025.835596470832
2022-04-02,3097.573015858461,4130.314347700359,822,5025.831092762505
2022-04-03,6581.775425226912,4540.860728236233,823,5025.826589054179
2022-04-04,5103.276003742102,3862.622047116237,824,5025.822085345852
2022-04-05,5111.437089170316,3889.420165202864,825,5025.817581637526
2022-04-06,2625.7194105881144,3813.267451531962,826,5025.8130779292
2022-04-07,409.99482965844254,3331.6940090746093,827,5025.808574220873
2022-04-08,6264.971300798666,4170.6781535775735,828,5025.804070512547
2022-04-09,7984.667395048513,4868.834493461866,829,5025.79956680422
2022-04-10,9966.756018639915,5352.403149663724,830,5025.795063095893
2022-04-11,7179.346407651615,5648.984635936511,831,5025.790559387567
2022-04-12,3759.1398355537403,5455.799313991287,832,5025.78605567924
2022-04-13,2910.53182600911,5496.486801908572,833,5025.781551970914
2022-04-14,4793.868045555806,6122.754404179624,834,5025.777048262587
2022-04-15,4313.290631656048,5843.942880016393,835,5025.772544554261
